//**Error Message,Error Code,Error defined in .h,Error description in Chinese,Error description in English,Is in CIM
//**Common Qlib,,,,,
Qlib_Connect_Phone_Fail,QLIB0000,ERR_QLIB_PHONE_CONNECT,Qlib 函数 Qlib_Connect_Phone 执行失败,Function Qlib_Connect_Phone execute fail,Y
W01M020_WCDMATest_ACLR_Fail,W01M0200,ERR_WCDMATEST_ACLR,WCDMA2100 中频ACLR_-10 测试失败,WCDMA2100 Mid-CH ACLR_-10 test fail,Y
W02M020_WCDMATest_ACLR_Fail,W02M0200,ERR_WCDMATEST_ACLR,WCDMA1900 中频ACLR_-10 测试失败,WCDMA1900 Mid-CH ACLR_-10 test fail,Y
W04M020_WCDMATest_ACLR_Fail,W04M0200,ERR_WCDMATEST_ACLR,WCDMA1700 中频ACLR_-10 测试失败,WCDMA1700 Mid-CH ACLR_-10 test fail,Y
W05M020_WCDMATest_ACLR_Fail,W05M0200,ERR_WCDMATEST_ACLR,WCDMA850 中频ACLR_-10 测试失败,WCDMA850 Mid-CH ACLR_-10 test fail,Y
W08M020_WCDMATest_ACLR_Fail,W08M0200,ERR_WCDMATEST_ACLR,WCDMA900 中频ACLR_-10 测试失败,WCDMA900 Mid-CH ACLR_-10 test fail,Y
W01M021_WCDMATest_ACLR_Fail,W01M0210,ERR_WCDMATEST_ACLR,WCDMA2100 中频ACLR_-5 测试失败,WCDMA2100 Mid-CH ACLR_-5 test fail,Y
W02M021_WCDMATest_ACLR_Fail,W02M0210,ERR_WCDMATEST_ACLR,WCDMA1900 中频ACLR_-5 测试失败,WCDMA1900 Mid-CH ACLR_-5 test fail,Y
W04M021_WCDMATest_ACLR_Fail,W04M0210,ERR_WCDMATEST_ACLR,WCDMA1700 中频ACLR_-5 测试失败,WCDMA1700 Mid-CH ACLR_-5 test fail,Y
W05M021_WCDMATest_ACLR_Fail,W05M0210,ERR_WCDMATEST_ACLR,WCDMA850 中频ACLR_-5 测试失败,WCDMA850 Mid-CH ACLR_-5 test fail,Y
W08M021_WCDMATest_ACLR_Fail,W08M0210,ERR_WCDMATEST_ACLR,WCDMA900 中频ACLR_-5 测试失败,WCDMA900 Mid-CH ACLR_-5 test fail,Y
W01M022_WCDMATest_ACLR_Fail,W01M0220,ERR_WCDMATEST_ACLR,WCDMA2100 中频ACLR_5 测试失败,WCDMA2100 Mid-CH ACLR_5 test fail,Y
W02M022_WCDMATest_ACLR_Fail,W02M0220,ERR_WCDMATEST_ACLR,WCDMA1900 中频ACLR_5 测试失败,WCDMA1900 Mid-CH ACLR_5 test fail,Y
W04M022_WCDMATest_ACLR_Fail,W04M0220,ERR_WCDMATEST_ACLR,WCDMA1700 中频ACLR_5 测试失败,WCDMA1700 Mid-CH ACLR_5 test fail,Y
W05M022_WCDMATest_ACLR_Fail,W05M0220,ERR_WCDMATEST_ACLR,WCDMA850 中频ACLR_5 测试失败,WCDMA850 Mid-CH ACLR_5 test fail,Y
W08M022_WCDMATest_ACLR_Fail,W08M0220,ERR_WCDMATEST_ACLR,WCDMA900 中频ACLR_5 测试失败,WCDMA900 Mid-CH ACLR_5 test fail,Y
W01M023_WCDMATest_ACLR_Fail,W01M0230,ERR_WCDMATEST_ACLR,WCDMA2100 中频ACLR_10 测试失败,WCDMA2100 Mid-CH ACLR_10 test fail,Y
W02M023_WCDMATest_ACLR_Fail,W02M0230,ERR_WCDMATEST_ACLR,WCDMA1900 中频ACLR_10 测试失败,WCDMA1900 Mid-CH ACLR_10 test fail,Y
W04M023_WCDMATest_ACLR_Fail,W04M0230,ERR_WCDMATEST_ACLR,WCDMA1700 中频ACLR_10 测试失败,WCDMA1700 Mid-CH ACLR_10 test fail,Y
W05M023_WCDMATest_ACLR_Fail,W05M0230,ERR_WCDMATEST_ACLR,WCDMA850 中频ACLR_10 测试失败,WCDMA850 Mid-CH ACLR_10 test fail,Y
W08M023_WCDMATest_ACLR_Fail,W08M0230,ERR_WCDMATEST_ACLR,WCDMA900 中频ACLR_10 测试失败,WCDMA900 Mid-CH ACLR_10 test fail,Y
W01M091_WCDMATest_Tx_Curr_Fail,W01M0910,ERR_WCDMATEST_TX_CURR,WCDMA2100 中频发射电流测试失败,WCDMA2100 Mid-CH TX current test fail,Y
W02M091_WCDMATest_Tx_Curr_Fail,W02M0910,ERR_WCDMATEST_TX_CURR,WCDMA1900 中频发射电流测试失败,WCDMA1900 Mid-CH TX current test fail,Y
W04M091_WCDMATest_Tx_Curr_Fail,W04M0910,ERR_WCDMATEST_TX_CURR,WCDMA1700 中频发射电流测试失败,WCDMA1700 Mid-CH TX current test fail,Y
W05M091_WCDMATest_Tx_Curr_Fail,W05M0910,ERR_WCDMATEST_TX_CURR,WCDMA850 中频发射电流测试失败,WCDMA850 Mid-CH TX current test fail,Y
W08M091_WCDMATest_Tx_Curr_Fail,W08M0910,ERR_WCDMATEST_TX_CURR,WCDMA900 中频发射电流测试失败,WCDMA900 Mid-CH TX current test fail,Y
//**CDMA test spec,,,,,
C00M002_CDMATest_Waveform_Quality_Fail,C00M0020,ERR_CDMATEST_WAVEFORM_QUALITY,CDMABC0 中频波形质量因子测试失败,CDMABC0 Mid-CH Waveform quality test fail,Y
C01M002_CDMATest_Waveform_Quality_Fail,C01M0020,ERR_CDMATEST_WAVEFORM_QUALITY,CDMABC1 中频波形质量因子测试失败,CDMABC1 Mid-CH Waveform quality test fail,Y
C00M003_CDMATest_Frequency_Fail,C00M0030,ERR_CDMATEST_FREQUENCY,CDMABC0 中频频率误差测试失败,CDMABC0 Mid-CH frequency error test fail,Y
C01M003_CDMATest_Frequency_Fail,C01M0030,ERR_CDMATEST_FREQUENCY,CDMABC1 中频频率误差测试失败,CDMABC1 Mid-CH frequency error test fail,Y
C00M004_CDMATest_Time_Error_Fail,C00M0040,ERR_CDMATEST_TIME_ERROR,CDMABC0 中频参考时间误差测试失败,CDMABC0 Mid-CH transmit time error test fail,Y
C01M004_CDMATest_Time_Error_Fail,C01M0040,ERR_CDMATEST_TIME_ERROR,CDMABC1 中频参考时间误差测试失败,CDMABC1 Mid-CH transmit time error test fail,Y
C00M005_CDMATest_CarrierFTH_Fail,C00M0050,ERR_CDMATEST_CARRIERFTH,CDMABC0 中频Carrier Feedthrough 测试失败,CDMABC0 Mid-CH Carrier Feedthrough test fail,Y
C01M005_CDMATest_CarrierFTH_Fail,C01M0050,ERR_CDMATEST_CARRIERFTH,CDMABC1 中频Carrier Feedthrough 测试失败,CDMABC1 Mid-CH Carrier Feedthrough test fail,Y
C00M006_CDMATest_Phase_Fail,C00M0060,ERR_CDMATEST_PHASE,CDMABC0 中频相位误差测试失败,CDMABC0 Mid-CH phase error test fail,Y
C01M006_CDMATest_Phase_Fail,C01M0060,ERR_CDMATEST_PHASE,CDMABC1 中频相位误差测试失败,CDMABC1 Mid-CH phase time error test fail,Y
C00M007_CDMATest_Magnitude_Fail,C00M0070,ERR_CDMATEST_MAGNITUDE,CDMABC0 中频Magnitude error 测试失败,CDMABC0 Mid-CH Magnitude error test fail,Y
C01M007_CDMATest_Magnitude_Fail,C01M0070,ERR_CDMATEST_MAGNITUDE,CDMABC1 中频Magnitude error 测试失败,CDMABC1 Mid-CH Magnitude error test fail,Y
C00M008_CDMATest_EVM_Fail,C00M0080,ERR_CDMATEST_EVM,CDMABC0 中频EVM 测试失败,CDMABC0 Mid-CH EVM test fail,Y
C01M008_CDMATest_EVM_Fail,C01M0080,ERR_CDMATEST_EVM,CDMABC1 中频EVM 测试失败,CDMABC1 Mid-CH EVM test fail,Y
C00M009_CDMATest_Tx_Curr_Fail,C00M0090,ERR_CDMATEST_TX_CURR,CDMABC0 中频发射电流测试失败,CDMABC0 Mid-CH TX current test fail,Y
C01M009_CDMATest_Tx_Curr_Fail,C01M0090,ERR_CDMATEST_TX_CURR,CDMABC1 中频发射电流测试失败,CDMABC1 Mid-CH TX current test fail,Y
C00M010_CDMATest_RCLPC_Fail,C00M0100,ERR_CDMATEST_RCLPC,CDMABC0 中频闭环控制下的输出功率测试失败,CDMABC0 Mid-CH Range of Closed Loop Power Control test fail,Y
C01M010_CDMATest_RCLPC_Fail,C01M0100,ERR_CDMATEST_RCLPC,CDMABC1 中频闭环控制下的输出功率测试失败,CDMABC1 Mid-CH Range of Closed Loop Power Control test fail,Y
C00M011_CDMATest_CDPower_Fail,C00M0110,ERR_CDMATEST_CDPOWER,CDMABC0 中频码域功率测试失败,CDMABC0 Mid-CH code domain power test fail,Y
C01M011_CDMATest_CDPower_Fail,C01M0110,ERR_CDMATEST_CDPOWER,CDMABC1 中频码域功率测试失败,CDMABC1 Mid-CH code domain power test fail,Y
C00M012_CDMATest_Time_Tolerance_Fail,C00M0120,ERR_CDMATEST_TIME_TOLERANCE,CDMABC0 中频Time Tolerance 测试失败,CDMABC0 Mid-CH Time Tolerance test fail,Y
C01M012_CDMATest_Time_Tolerance_Fail,C01M0120,ERR_CDMATEST_TIME_TOLERANCE,CDMABC1 中频Time Tolerance 测试失败,CDMABC1 Mid-CH Time Tolerance test fail,Y
C00M013_CDMATest_Phase_Tolerance_Fail,C00M0130,ERR_CDMATEST_PHASE_TOLERANCE,CDMABC0 中频Phase Tolerance 测试失败,CDMABC0 Mid-CH Phase Tolerance test fail,Y
C01M013_CDMATest_Phase_Tolerance_Fail,C01M0130,ERR_CDMATEST_PHASE_TOLERANCE,CDMABC1 中频Phase Tolerance 测试失败,CDMABC1 Mid-CH Phase Tolerance test fail,Y
C00M014_CDMATest_Min_Power_Fail,C00M0140,ERR_CDMATEST_MIN_POWER,CDMABC0 中频最小输出功率测试失败,CDMABC0 Mid-CH min power test fail,Y
C01M014_CDMATest_Min_Power_Fail,C01M0140,ERR_CDMATEST_MIN_POWER,CDMABC1 中频最小输出功率测试失败,CDMABC1 Mid-CH min power test fail,Y
C00M015_CDMATest_Max_Power_Fail,C00M0150,ERR_CDMATEST_MAX_POWER,CDMABC0 中频最大输出功率测试失败,CDMABC0 Mid-CH max power test fail,Y
C01M015_CDMATest_Max_Power_Fail,C01M0150,ERR_CDMATEST_MAX_POWER,CDMABC1 中频最大输出功率测试失败,CDMABC1 Mid-CH max power test fail,Y
C00M016_CDMATest_Rx_Sensitivity_Fail,C00M0160,ERR_CDMATEST_RX_SENSITIVITY,CDMABC0 中频接收机灵敏度测试失败,CDMABC0 Mid-CH RX Sensitivity test fail,Y
C01M016_CDMATest_Rx_Sensitivity_Fail,C01M0160,ERR_CDMATEST_RX_SENSITIVITY,CDMABC1 中频接收机灵敏度测试失败,CDMABC1 Mid-CH RX Sensitivity test fail,Y
C00M017_CDMATest_Rx_Dynamic_Range_Fail,C00M0170,ERR_CDMATEST_RX_DYNAMIC_RANGE,CDMABC0 中频接收机动态范围测试失败,CDMABC0 Mid-CH RX Dynamic Range test fail,Y
C01M017_CDMATest_Rx_Dynamic_Range_Fail,C01M0170,ERR_CDMATEST_RX_DYNAMIC_RANGE,CDMABC1 中频接收机动态范围测试失败,CDMABC1 Mid-CH RX Dynamic Range test fail,Y
C00M018_CDMATest_CSE_Fail,C00M0180,ERR_CDMATEST_CSE,CDMABC0 中频CSE_-2 测试失败,CDMABC0 Mid-CH CSE_-2 test fail,Y
C01M018_CDMATest_CSE_Fail,C01M0180,ERR_CDMATEST_CSE,CDMABC1 中频CSE_-2 测试失败,CDMABC1 Mid-CH CSE_-2 test fail,Y
C00M019_CDMATest_CSE_Fail,C00M0190,ERR_CDMATEST_CSE,CDMABC0 中频CSE_2 测试失败,CDMABC0 Mid-CH CSE_2 test fail,Y
C01M019_CDMATest_CSE_Fail,C01M0190,ERR_CDMATEST_CSE,CDMABC1 中频CSE_2 测试失败,CDMABC1 Mid-CH CSE_2 test fail,Y
C00M020_CDMATest_CSE_Fail,C00M0200,ERR_CDMATEST_CSE,CDMABC0 中频CSE_-4 测试失败,CDMABC0 Mid-CH CSE_-4 test fail,Y
C01M020_CDMATest_CSE_Fail,C01M0200,ERR_CDMATEST_CSE,CDMABC1 中频CSE_-4 测试失败,CDMABC1 Mid-CH CSE_-4 test fail,Y
C00M021_CDMATest_CSE_Fail,C00M0210,ERR_CDMATEST_CSE,CDMABC0 中频CSE_4 测试失败,CDMABC0 Mid-CH CSE_4 test fail,Y
C01M021_CDMATest_CSE_Fail,C01M0210,ERR_CDMATEST_CSE,CDMABC1 中频CSE_4 测试失败,CDMABC1 Mid-CH CSE_4 test fail,Y
C00M022_CDMATest_CSE_Fail,C00M0220,ERR_CDMATEST_CSE,CDMABC0 中频 CSE 测试失败,CDMABC0 Mid-CH CSE test fail,Y
C01M022_CDMATest_CSE_Fail,C01M0220,ERR_CDMATEST_CSE,CDMABC1 中频 CSE 测试失败,CDMABC1 Mid-CH CSE test fail,Y
C00L002_CDMATest_Waveform_Quality_Fail,C00L0020,ERR_CDMATEST_WAVEFORM_QUALITY,CDMABC0 低频 波形质量因子测试失败,CDMABC0 Low Channel Waveform quality test fail,Y
C01L002_CDMATest_Waveform_Quality_Fail,C01L0020,ERR_CDMATEST_WAVEFORM_QUALITY,CDMABC1 低频 波形质量因子测试失败,CDMABC1 Low Channel Waveform quality test fail,Y
C00L003_CDMATest_Frequency_Fail,C00L0030,ERR_CDMATEST_FREQUENCY,CDMABC0 低频 频率误差测试失败,CDMABC0 Low Channel frequency error test fail,Y
C01L003_CDMATest_Frequency_Fail,C01L0030,ERR_CDMATEST_FREQUENCY,CDMABC1 低频 频率误差测试失败,CDMABC1 Low Channel frequency error test fail,Y
C00L004_CDMATest_Time_Error_Fail,C00L0040,ERR_CDMATEST_TIME_ERROR,CDMABC0 低频 参考时间误差测试失败,CDMABC0 Low Channel transmit time error test fail,Y
C01L004_CDMATest_Time_Error_Fail,C01L0040,ERR_CDMATEST_TIME_ERROR,CDMABC1 低频 参考时间误差测试失败,CDMABC1 Low Channel transmit time error test fail,Y
C00L005_CDMATest_CarrierFTH_Fail,C00L0050,ERR_CDMATEST_CARRIERFTH,CDMABC0 低频 Carrier Feedthrough 测试失败,CDMABC0 Low Channel Carrier Feedthrough test fail,Y
C01L005_CDMATest_CarrierFTH_Fail,C01L0050,ERR_CDMATEST_CARRIERFTH,CDMABC1 低频 Carrier Feedthrough 测试失败,CDMABC1 Low Channel Carrier Feedthrough test fail,Y
C00L006_CDMATest_Phase_Fail,C00L0060,ERR_CDMATEST_PHASE,CDMABC0 低频 相位误差测试失败,CDMABC0 Low Channel phase error test fail,Y
C01L006_CDMATest_Phase_Fail,C01L0060,ERR_CDMATEST_PHASE,CDMABC1 低频 相位误差测试失败,CDMABC1 Low Channel phase time error test fail,Y
C00L007_CDMATest_Magnitude_Fail,C00L0070,ERR_CDMATEST_MAGNITUDE,CDMABC0 低频 Magnitude error 测试失败,CDMABC0 Low Channel Magnitude error test fail,Y
C01L007_CDMATest_Magnitude_Fail,C01L0070,ERR_CDMATEST_MAGNITUDE,CDMABC1 低频 Magnitude error 测试失败,CDMABC1 Low Channel Magnitude error test fail,Y
C00L008_CDMATest_EVM_Fail,C00L0080,ERR_CDMATEST_EVM,CDMABC0 低频 EVM 测试失败,CDMABC0 Low Channel EVM test fail,Y
C01L008_CDMATest_EVM_Fail,C01L0080,ERR_CDMATEST_EVM,CDMABC1 低频 EVM 测试失败,CDMABC1 Low Channel EVM test fail,Y
C00L009_CDMATest_Tx_Curr_Fail,C00L0090,ERR_CDMATEST_TX_CURR,CDMABC0 低频 发射电流测试失败,CDMABC0 Low Channel TX current test fail,Y
C01L009_CDMATest_Tx_Curr_Fail,C01L0090,ERR_CDMATEST_TX_CURR,CDMABC1 低频 发射电流测试失败,CDMABC1 Low Channel TX current test fail,Y
C00L010_CDMATest_RCLPC_Fail,C00L0100,ERR_CDMATEST_RCLPC,CDMABC0 低频 闭环控制下的输出功率测试失败,CDMABC0 Low Channel Range of Closed Loop Power Control fail,Y
C01L010_CDMATest_RCLPC_Fail,C01L0100,ERR_CDMATEST_RCLPC,CDMABC1 低频 闭环控制下的输出功率测试失败,CDMABC1 Low Channel Range of Closed Loop Power Control fail,Y
C00L011_CDMATest_CDPower_Fail,C00L0110,ERR_CDMATEST_CDPOWER,CDMABC0 低频 码域功率测试失败,CDMABC0 Low Channel code domain power test fail,Y
C01L011_CDMATest_CDPower_Fail,C01L0110,ERR_CDMATEST_CDPOWER,CDMABC1 低频 码域功率测试失败,CDMABC1 Low Channel code domain power test fail,Y
C00L012_CDMATest_Time_Tolerance_Fail,C00L0120,ERR_CDMATEST_TIME_TOLERANCE,CDMABC0 低频 Time Tolerance 测试失败,CDMABC0 Low Channel Time Tolerance test fail,Y
C01L012_CDMATest_Time_Tolerance_Fail,C01L0120,ERR_CDMATEST_TIME_TOLERANCE,CDMABC1 低频 Time Tolerance 测试失败,CDMABC1 Low Channel Time Tolerance test fail,Y
C00L013_CDMATest_Phase_Tolerance_Fail,C00L0130,ERR_CDMATEST_PHASE_TOLERANCE,CDMABC0 低频 Phase Tolerance 测试失败,CDMABC0 Low Channel Phase Tolerance test fail,Y
C01L013_CDMATest_Phase_Tolerance_Fail,C01L0130,ERR_CDMATEST_PHASE_TOLERANCE,CDMABC1 低频 Phase Tolerance 测试失败,CDMABC1 Low Channel Phase Tolerance test fail,Y
C00L014_CDMATest_Min_Power_Fail,C00L0140,ERR_CDMATEST_MIN_POWER,CDMABC0 低频 最小输出功率测试失败,CDMABC0 Low Channel min power test fail,Y
C01L014_CDMATest_Min_Power_Fail,C01L0140,ERR_CDMATEST_MIN_POWER,CDMABC1 低频 最小输出功率测试失败,CDMABC1 Low Channel min power test fail,Y
C00L015_CDMATest_Max_Power_Fail,C00L0150,ERR_CDMATEST_MAX_POWER,CDMABC0 低频 最大输出功率测试失败,CDMABC0 Low Channel max power test fail,Y
C01L015_CDMATest_Max_Power_Fail,C01L0150,ERR_CDMATEST_MAX_POWER,CDMABC1 低频 最大输出功率测试失败,CDMABC1 Low Channel max power test fail,Y
C00L016_CDMATest_Rx_Sensitivity_Fail,C00L0160,ERR_CDMATEST_RX_SENSITIVITY,CDMABC0 低频 接收机灵敏度测试失败,CDMABC0 Low Channel RX Sensitivity test fail,Y
C01L016_CDMATest_Rx_Sensitivity_Fail,C01L0160,ERR_CDMATEST_RX_SENSITIVITY,CDMABC1 低频 接收机灵敏度测试失败,CDMABC1 Low Channel RX Sensitivity test fail,Y
C00L017_CDMATest_Rx_Dynamic_Range_Fail,C00L0170,ERR_CDMATEST_RX_DYNAMIC_RANGE,CDMABC0 低频 接收机动态范围测试失败,CDMABC0 Low Channel RX Dynamic Range test fail,Y
C01L017_CDMATest_Rx_Dynamic_Range_Fail,C01L0170,ERR_CDMATEST_RX_DYNAMIC_RANGE,CDMABC1 低频 接收机动态范围测试失败,CDMABC1 Low Channel RX Dynamic Range test fail,Y
C00L022_CDMATest_CSE_Fail,C00L0220,ERR_CDMATEST_CSE,CDMABC0 低频 CSE 测试失败,CDMABC0 Low Channel CSE test fail,Y
C01L022_CDMATest_CSE_Fail,C01L0220,ERR_CDMATEST_CSE,CDMABC1 低频 CSE 测试失败,CDMABC1 Low Channel CSE test fail,Y
C00H002_CDMATest_Waveform_Quality_Fail,C00H0020,ERR_CDMATEST_WAVEFORM_QUALITY,CDMABC0 高频 波形质量因子测试失败,CDMABC0 High Channel Waveform quality test fail,Y
C01H002_CDMATest_Waveform_Quality_Fail,C01H0020,ERR_CDMATEST_WAVEFORM_QUALITY,CDMABC1 高频 波形质量因子测试失败,CDMABC1 High Channel Waveform quality test fail,Y
C00H003_CDMATest_Frequency_Fail,C00H0030,ERR_CDMATEST_FREQUENCY,CDMABC0 高频 频率误差测试失败,CDMABC0 High Channel frequency error test fail,Y
C01H003_CDMATest_Frequency_Fail,C01H0030,ERR_CDMATEST_FREQUENCY,CDMABC1 高频 频率误差测试失败,CDMABC1 High Channel frequency error test fail,Y
C00H004_CDMATest_Time_Error_Fail,C00H0040,ERR_CDMATEST_TIME_ERROR,CDMABC0 高频 参考时间误差测试失败,CDMABC0 High Channel transmit time error test fail,Y
C01H004_CDMATest_Time_Error_Fail,C01H0040,ERR_CDMATEST_TIME_ERROR,CDMABC1 高频 参考时间误差测试失败,CDMABC1 High Channel transmit time error test fail,Y
C00H005_CDMATest_CarrierFTH_Fail,C00H0050,ERR_CDMATEST_CARRIERFTH,CDMABC0 高频 Carrier Feedthrough 测试失败,CDMABC0 High Channel Carrier Feedthrough test fail,Y
C01H005_CDMATest_CarrierFTH_Fail,C01H0050,ERR_CDMATEST_CARRIERFTH,CDMABC1 高频 Carrier Feedthrough 测试失败,CDMABC1 High Channel Carrier Feedthrough test fail,Y
C00H006_CDMATest_Phase_Fail,C00H0060,ERR_CDMATEST_PHASE,CDMABC0 高频 相位误差测试失败,CDMABC0 High Channel phase error test fail,Y
C01H006_CDMATest_Phase_Fail,C01H0060,ERR_CDMATEST_PHASE,CDMABC1 高频 相位误差测试失败,CDMABC1 High Channel phase time error test fail,Y
C00H007_CDMATest_Magnitude_Fail,C00H0070,ERR_CDMATEST_MAGNITUDE,CDMABC0 高频 Magnitude error 测试失败,CDMABC0 High Channel Magnitude error test fail,Y
C01H007_CDMATest_Magnitude_Fail,C01H0070,ERR_CDMATEST_MAGNITUDE,CDMABC1 高频 Magnitude error 测试失败,CDMABC1 High Channel Magnitude error test fail,Y
C00H008_CDMATest_EVM_Fail,C00H0080,ERR_CDMATEST_EVM,CDMABC0 高频 EVM 测试失败,CDMABC0 High Channel EVM test fail,Y
C01H008_CDMATest_EVM_Fail,C01H0080,ERR_CDMATEST_EVM,CDMABC1 高频 EVM 测试失败,CDMABC1 High Channel EVM test fail,Y
C00H009_CDMATest_Tx_Curr_Fail,C00H0090,ERR_CDMATEST_TX_CURR,CDMABC0 高频 发射电流测试失败,CDMABC0 High Channel TX current test fail,Y
C01H009_CDMATest_Tx_Curr_Fail,C01H0090,ERR_CDMATEST_TX_CURR,CDMABC1 高频 发射电流测试失败,CDMABC1 High Channel TX current test fail,Y
C00H010_CDMATest_RCLPC_Fail,C00H0100,ERR_CDMATEST_RCLPC,CDMABC0 高频 闭环控制下的输出功率测试失败,CDMABC0 High Channel Range of Closed Loop Power Control fail,Y
C01H010_CDMATest_RCLPC_Fail,C01H0100,ERR_CDMATEST_RCLPC,CDMABC1 高频 闭环控制下的输出功率测试失败,CDMABC1 High Channel Range of Closed Loop Power Control fail,Y
C00H011_CDMATest_CDPower_Fail,C00H0110,ERR_CDMATEST_CDPOWER,CDMABC0 高频 码域功率测试失败,CDMABC0 High Channel code domain power test fail,Y
C01H011_CDMATest_CDPower_Fail,C01H0110,ERR_CDMATEST_CDPOWER,CDMABC1 高频 码域功率测试失败,CDMABC1 High Channel code domain power test fail,Y
C00H012_CDMATest_Time_Tolerance_Fail,C00H0120,ERR_CDMATEST_TIME_TOLERANCE,CDMABC0 高频 Time Tolerance 测试失败,CDMABC0 High Channel Time Tolerance test fail,Y
C01H012_CDMATest_Time_Tolerance_Fail,C01H0120,ERR_CDMATEST_TIME_TOLERANCE,CDMABC1 高频 Time Tolerance 测试失败,CDMABC1 High Channel Time Tolerance test fail,Y
C00H013_CDMATest_Phase_Tolerance_Fail,C00H0130,ERR_CDMATEST_PHASE_TOLERANCE,CDMABC0 高频 Phase Tolerance 测试失败,CDMABC0 High Channel Phase Tolerance test fail,Y
C01H013_CDMATest_Phase_Tolerance_Fail,C01H0130,ERR_CDMATEST_PHASE_TOLERANCE,CDMABC1 高频 Phase Tolerance 测试失败,CDMABC1 High Channel Phase Tolerance test fail,Y
C00H014_CDMATest_Min_Power_Fail,C00H0140,ERR_CDMATEST_MIN_POWER,CDMABC0 高频 最小输出功率测试失败,CDMABC0 High Channel min power test fail,Y
C01H014_CDMATest_Min_Power_Fail,C01H0140,ERR_CDMATEST_MIN_POWER,CDMABC1 高频 最小输出功率测试失败,CDMABC1 High Channel min power test fail,Y
C00H015_CDMATest_Max_Power_Fail,C00H0150,ERR_CDMATEST_MAX_POWER,CDMABC0 高频 最大输出功率测试失败,CDMABC0 High Channel max power test fail,Y
C01H015_CDMATest_Max_Power_Fail,C01H0150,ERR_CDMATEST_MAX_POWER,CDMABC1 高频 最大输出功率测试失败,CDMABC1 High Channel max power test fail,Y
C00H016_CDMATest_Rx_Sensitivity_Fail,C00H0160,ERR_CDMATEST_RX_SENSITIVITY,CDMABC0 高频 接收机灵敏度测试失败,CDMABC0 High Channel RX Sensitivity test fail,Y
C01H016_CDMATest_Rx_Sensitivity_Fail,C01H0160,ERR_CDMATEST_RX_SENSITIVITY,CDMABC1 高频 接收机灵敏度测试失败,CDMABC1 High Channel RX Sensitivity test fail,Y
C00H017_CDMATest_Rx_Dynamic_Range_Fail,C00H0170,ERR_CDMATEST_RX_DYNAMIC_RANGE,CDMABC0 高频 接收机动态范围测试失败,CDMABC0 High Channel RX Dynamic Range test fail,Y
C01H017_CDMATest_Rx_Dynamic_Range_Fail,C01H0170,ERR_CDMATEST_RX_DYNAMIC_RANGE,CDMABC1 高频 接收机动态范围测试失败,CDMABC1 High Channel RX Dynamic Range test fail,Y
C00H022_CDMATest_CSE_Fail,C00H0220,ERR_CDMATEST_CSE,CDMABC0 高频 CSE 测试失败,CDMABC0 High Channel CSE test fail,Y
C01H022_CDMATest_CSE_Fail,C01H0220,ERR_CDMATEST_CSE,CDMABC1 高频 CSE 测试失败,CDMABC1 High Channel CSE test fail,Y
//**GSM CAL Device error,,,,,
DVICGC00_Device_GSM_Calibration_Fail,DVICGC00,ERR_DEVICE_GSM_Calibration,GSM校验初始化时测试仪器操作失败,Test device fail when GSM calibration initial ,N
DVICGC01_Device_GSM_Calibration_Fail,DVICGC01,ERR_DEVICE_GSM_Calibration,GSM PA_DAC_Search 校验中测试仪器操作失败,Test device fail when GSM calibration PA_DAC_Search,N
DVICGC02_Device_GSM_Calibration_Fail,DVICGC02,ERR_DEVICE_GSM_Calibration,GSM KVCO 校验中测试仪器操作失败,Test device fail when GSM calibration KVCO,N
DVICGC03_Device_GSM_Calibration_Fail,DVICGC03,ERR_DEVICE_GSM_Calibration,GSM CarrierSuppressionCal 校验中测试仪器操作失败,Test device fail when GSM calibration CarrierSuppressionCal,N
DVICGC04_Device_GSM_Calibration_Fail,DVICGC04,ERR_DEVICE_GSM_Calibration,GSM PolarCalibration 校验中测试仪器操作失败,Test device fail when GSM calibration PolarCalibration,N
DVICGC05_Device_GSM_Calibration_Fail,DVICGC05,ERR_DEVICE_GSM_Calibration,GSM RxFreqCompensation 校验中测试仪器操作失败,Test device fail when GSM calibration RxFreqCompensation,N
DVICGC06_Device_GSM_Calibration_Fail,DVICGC06,ERR_DEVICE_GSM_Calibration,GSM TimingDelay 校验中测试仪器操作失败,Test device fail when GSM calibration TimingDelay,N
DVICGC07_Device_GSM_Calibration_Fail,DVICGC07,ERR_DEVICE_GSM_Calibration,GSM AFCPhasing 校验中测试仪器操作失败,Test device fail when GSM calibration AFCPhasing,N
DVICGC08_Device_GSM_Calibration_Fail,DVICGC08,ERR_DEVICE_GSM_Calibration,GSM TxRxPhasing 校验中测试仪器操作失败,Test device fail when GSM calibration TxRxPhasing,N
DVICGC09_Device_GSM_Calibration_Fail,DVICGC09,ERR_DEVICE_GSM_Calibration,GSM PrePhasingTask 校验中测试仪器操作失败,Test device fail when GSM calibration PrePhasingTask,N
DVICGC10_Device_GSM_Calibration_Fail,DVICGC10,ERR_DEVICE_GSM_Calibration,GSM PostPhasingTask 校验中测试仪器操作失败,Test device fail when GSM calibration PostPhasingTask,N
DVICGC11_Device_GSM_Calibration_Fail,DVICGC11,ERR_DEVICE_GSM_Calibration,GSM CS_Idc 校验中测试仪器操作失败,Test device fail when GSM calibration CS_Idc,N
